"workPid","dataPid","isPartOf","hasPart","relatedTo","xml:sortorder","copyrightStatus","lukasPhotoId","vkcId"
"http://groeningemuseum.be/collection/work/id/0000_GRO0208_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0208_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40008002,100000096
"http://groeningemuseum.be/collection/work/id/0000_GRO0091_I-0095_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0091_I-0095_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40045000,100000097
"http://groeningemuseum.be/collection/work/id/0000_GRO0040_I-0041_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0040_I-0041_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40035067,100000098
"http://groeningemuseum.be/collection/work/id/0000_GRO0040_I-0041_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0040_I-0041_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40035054,100000099
"http://groeningemuseum.be/collection/work/id/0000_GRO0438_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0438_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40003000,100000100
"http://groeningemuseum.be/collection/work/id/0000_GRO1280_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1280_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40022000,100000101
"http://groeningemuseum.be/collection/work/id/0000_GRO0108_I-0109_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0108_I-0109_I","http://groeningemuseum.be/collection/work/id/0000_GRO0109_I","http://groeningemuseum.be/collection/work/id/0000_GRO0108_I",,1,"https://creativecommons.org/publicdomain/zero/1.0/",40034033,100000102
"http://groeningemuseum.be/collection/work/id/0000_GRO0109_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0109_I","http://groeningemuseum.be/collection/work/id/0000_GRO0108_I-0109_I",,,3,"https://creativecommons.org/publicdomain/zero/1.0/",40034014,100000103
"http://groeningemuseum.be/collection/work/id/0000_GRO0108_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0108_I","http://groeningemuseum.be/collection/work/id/0000_GRO0108_I-0109_I",,,2,"https://creativecommons.org/publicdomain/zero/1.0/",40034000,100000104
"http://groeningemuseum.be/collection/work/id/0000_GRO0682_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0682_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40233001,100000105
"http://groeningemuseum.be/collection/work/id/0000_GRO0299_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0299_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40104000,100000106
"http://groeningemuseum.be/collection/work/id/1991_GRO0007_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1991_GRO0007_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40101000,100000107
"http://groeningemuseum.be/collection/work/id/0000_GRO0497_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0497_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40130000,100000108
"http://groeningemuseum.be/collection/work/id/0000_GRO0235_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0235_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40172000,100000109
"http://groeningemuseum.be/collection/work/id/0000_GRO0127_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0127_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40398000,100000110
"http://groeningemuseum.be/collection/work/id/0000_GRO0249_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0249_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40171000,100000111
"http://groeningemuseum.be/collection/work/id/0000_GRO1356_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1356_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40069000,100000112
"http://groeningemuseum.be/collection/work/id/0000_GRO1456_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1456_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40163000,100000113
"http://groeningemuseum.be/collection/work/id/0000_GRO0735_II","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0735_II",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",43692000,100000114
"http://groeningemuseum.be/collection/work/id/0000_GRO0156_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0156_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40105000,100000115
"http://groeningemuseum.be/collection/work/id/0000_GRO0409_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0409_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40106000,100000116
"http://groeningemuseum.be/collection/work/id/0000_GRO0159_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0159_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40041000,100000117
"http://groeningemuseum.be/collection/work/id/0000_GRO0175_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0175_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40077000,100000118
"http://groeningemuseum.be/collection/work/id/0000_GRO0030_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0030_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40051001,100000119
"http://groeningemuseum.be/collection/work/id/0000_GRO0046_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0046_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",43608000,100000120
"http://groeningemuseum.be/collection/work/id/0000_GRO0026_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO0026_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40050001,100000121
"http://groeningemuseum.be/collection/work/id/1973_GRO0114_VI","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1973_GRO0114_VI",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40169002,100000122
"http://groeningemuseum.be/collection/work/id/0000_GRO1631_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1631_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",40065000,100000123
"http://groeningemuseum.be/collection/work/id/0000_GRO1594_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1594_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",40046000,100000124
"http://groeningemuseum.be/collection/work/id/1985_GRO0033_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1985_GRO0033_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40058000,100000125
"http://groeningemuseum.be/collection/work/id/2010_GRO0004_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:2010_GRO0004_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40210000,100000126
"http://groeningemuseum.be/collection/work/id/0000_GRO1623_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1623_I",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",40819000,100000127
"http://groeningemuseum.be/collection/work/id/0000_GRO1327_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:0000_GRO1327_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",40721001,100000128
"http://groeningemuseum.be/collection/work/id/1975_GRO0005_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1975_GRO0005_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",43964001,100000129
"http://groeningemuseum.be/collection/work/id/1975_GRO0005_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1975_GRO0005_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",43964003,100000130
"http://groeningemuseum.be/collection/work/id/1975_GRO0005_I","oai:datahub.vlaamsekunstcollectie.be:groeningemuseum.be:1975_GRO0005_I",,,,,"http://rightsstatements.org/vocab/InC/1.0/",43964002,100000131
"http://kmska.be/collection/work/id/257-260","oai:datahub.vlaamsekunstcollectie.be:kmska.be:257-260",,"http://kmska.be/collection/work/id/258""http://kmska.be/collection/work/id/260""http://kmska.be/collection/work/id/257""http://kmska.be/collection/work/id/259",,1,"https://creativecommons.org/publicdomain/zero/1.0/",30251000,100000132
"http://kmska.be/collection/work/id/257","oai:datahub.vlaamsekunstcollectie.be:kmska.be:257","http://kmska.be/collection/work/id/257-260",,,2,"https://creativecommons.org/publicdomain/zero/1.0/",30251001,100000133
"http://kmska.be/collection/work/id/258","oai:datahub.vlaamsekunstcollectie.be:kmska.be:258","http://kmska.be/collection/work/id/257-260",,,3,"https://creativecommons.org/publicdomain/zero/1.0/",30251002,100000134
"http://kmska.be/collection/work/id/259","oai:datahub.vlaamsekunstcollectie.be:kmska.be:259","http://kmska.be/collection/work/id/257-260",,,4,"https://creativecommons.org/publicdomain/zero/1.0/",30251003,100000135
"http://kmska.be/collection/work/id/260","oai:datahub.vlaamsekunstcollectie.be:kmska.be:260","http://kmska.be/collection/work/id/257-260",,,5,"https://creativecommons.org/publicdomain/zero/1.0/",30251004,100000136
"http://kmska.be/collection/work/id/393-395","oai:datahub.vlaamsekunstcollectie.be:kmska.be:393-395",,"http://kmska.be/collection/work/id/393""http://kmska.be/collection/work/id/394""http://kmska.be/collection/work/id/395",,1,"https://creativecommons.org/publicdomain/zero/1.0/",30448000,100000137
"http://kmska.be/collection/work/id/393","oai:datahub.vlaamsekunstcollectie.be:kmska.be:393","http://kmska.be/collection/work/id/393-395",,,2,"https://creativecommons.org/publicdomain/zero/1.0/",30448001,100000138
"http://kmska.be/collection/work/id/394","oai:datahub.vlaamsekunstcollectie.be:kmska.be:394","http://kmska.be/collection/work/id/393-395",,,3,"https://creativecommons.org/publicdomain/zero/1.0/",30448003,100000139
"http://kmska.be/collection/work/id/395","oai:datahub.vlaamsekunstcollectie.be:kmska.be:395","http://kmska.be/collection/work/id/393-395",,,4,"https://creativecommons.org/publicdomain/zero/1.0/",30448002,100000140
"http://kmska.be/collection/work/id/42","oai:datahub.vlaamsekunstcollectie.be:kmska.be:42",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30421000,100000141
"http://kmska.be/collection/work/id/245-249","oai:datahub.vlaamsekunstcollectie.be:kmska.be:245-249",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128000,100000142
"http://kmska.be/collection/work/id/245","oai:datahub.vlaamsekunstcollectie.be:kmska.be:245",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128001,100000143
"http://kmska.be/collection/work/id/246","oai:datahub.vlaamsekunstcollectie.be:kmska.be:246",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128002,100000144
"http://kmska.be/collection/work/id/247","oai:datahub.vlaamsekunstcollectie.be:kmska.be:247",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128004,100000145
"http://kmska.be/collection/work/id/248","oai:datahub.vlaamsekunstcollectie.be:kmska.be:248",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128003,100000146
"http://kmska.be/collection/work/id/249","oai:datahub.vlaamsekunstcollectie.be:kmska.be:249",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30128004,100000147
"http://kmska.be/collection/work/id/410","oai:datahub.vlaamsekunstcollectie.be:kmska.be:410",,,,1,"https://creativecommons.org/publicdomain/zero/1.0/",30083000,100000148
"http://kmska.be/collection/work/id/410","oai:datahub.vlaamsekunstcollectie.be:kmska.be:410",,,,2,"https://creativecommons.org/publicdomain/zero/1.0/",30083002,100000149
"http://kmska.be/collection/work/id/709","oai:datahub.vlaamsekunstcollectie.be:kmska.be:709",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30497001,100000150
"http://kmska.be/collection/work/id/188","oai:datahub.vlaamsekunstcollectie.be:kmska.be:188",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30096000,100000151
"http://kmska.be/collection/work/id/642","oai:datahub.vlaamsekunstcollectie.be:kmska.be:642",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30224000,100000152
"http://kmska.be/collection/work/id/677","oai:datahub.vlaamsekunstcollectie.be:kmska.be:677",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30172000,100000153
"http://kmska.be/collection/work/id/947","oai:datahub.vlaamsekunstcollectie.be:kmska.be:947",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31443000,100000154
"http://kmska.be/collection/work/id/832","oai:datahub.vlaamsekunstcollectie.be:kmska.be:832",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30759000,100000155
"http://kmska.be/collection/work/id/343","oai:datahub.vlaamsekunstcollectie.be:kmska.be:343",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31249000,100000156
"http://kmska.be/collection/work/id/961","oai:datahub.vlaamsekunstcollectie.be:kmska.be:961",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",32608001,100000157
"http://kmska.be/collection/work/id/718","oai:datahub.vlaamsekunstcollectie.be:kmska.be:718",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31191000,100000158
"http://kmska.be/collection/work/id/782","oai:datahub.vlaamsekunstcollectie.be:kmska.be:782",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30153000,100000159
"http://kmska.be/collection/work/id/5060","oai:datahub.vlaamsekunstcollectie.be:kmska.be:5060",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30143000,100000160
"http://kmska.be/collection/work/id/1181","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1181",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30550000,100000161
"http://kmska.be/collection/work/id/379","oai:datahub.vlaamsekunstcollectie.be:kmska.be:379",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30158000,100000162
"http://kmska.be/collection/work/id/126","oai:datahub.vlaamsekunstcollectie.be:kmska.be:126",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31168000,100000163
"http://kmska.be/collection/work/id/437","oai:datahub.vlaamsekunstcollectie.be:kmska.be:437",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31279000,100000164
"http://kmska.be/collection/work/id/1293","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1293",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30100000,100000165
"http://kmska.be/collection/work/id/1260","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1260",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",33478000,100000166
"http://kmska.be/collection/work/id/1259","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1259",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31571000,100000167
"http://kunstenenerfgoed.be/CVG/collection/work/id/784_B","oai:datahub.vlaamsekunstcollectie.be:mskgent.be:1924-U" ,,,,,"https://creativecommons.org/publicdomain/zero/1.0/",20127000,100000168
"http://kmska.be/collection/work/id/1085","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1085",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30884002,100000169
"http://kmska.be/collection/work/id/1082","oai:datahub.vlaamsekunstcollectie.be:kmska.be:1082",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",30636000,100000170
"http://kmska.be/collection/work/id/437","oai:datahub.vlaamsekunstcollectie.be:kmska.be:437",,,,,"https://creativecommons.org/publicdomain/zero/1.0/",31279000,100000171
